id,datum,pacient_prvni_zaznam,kum_pacient_prvni_zaznam,pocet_hosp,stav_bez_priznaku,stav_lehky,stav_stredni,stav_tezky,jip,kyslik,hfno,upv,ecmo,tezky_upv_ecmo,umrti,kum_umrti
823f11ea-3ac4-4ac8-8cee-d1e1e9f9610b,2021-05-13,121,134053,1644,126,452,749,317,369,642,151,153,8,319,19,26744
13513c2b-129a-4a17-bf20-46ccb570f259,2021-05-14,105,134158,1556,117,421,729,289,343,622,141,138,8,290,16,26760
f6312bfc-ec6d-4525-8a55-6a7c97777f7b,2021-05-15,65,134223,1353,87,354,650,262,309,561,127,122,8,262,14,26774
43a2a83d-684f-4852-a676-2d5a3c83fef4,2021-05-16,65,134288,1339,81,357,645,256,306,557,124,122,7,256,12,26786
57158ed7-0138-4dc4-bde0-cc16f1d16483,2021-05-17,103,134391,1418,96,436,648,238,297,529,111,113,6,238,19,26805
1e24a47a-34c7-403a-ac12-6942c29c782d,2021-05-18,80,134471,1278,87,384,584,223,279,477,105,107,6,223,13,26818
4accd562-cecd-4b1a-ace8-15566e1367a6,2021-05-19,69,134540,1169,80,342,533,214,251,438,105,100,6,214,16,26834
bf8b1991-2538-46d4-9783-5499691d8a49,2021-05-20,68,134608,1081,91,312,491,187,220,407,89,92,5,187,15,26849
42ab69bb-8218-4b5b-a30c-079fa66e7979,2021-05-21,77,134685,1030,88,298,469,175,194,396,90,76,4,176,13,26862
c5f3fe31-bc60-455b-8424-6334c86bb33f,2021-05-22,35,134720,884,56,229,433,166,191,376,86,71,3,167,9,26871
ffefad32-8642-4813-8a6b-dfdf19bc0ddc,2021-05-23,29,134749,865,64,218,425,158,189,362,83,68,3,159,11,26882
a1c327d1-a911-4d26-965d-7bce56b67892,2021-05-24,57,134806,897,83,263,394,157,185,319,81,66,4,158,5,26887
d1c78376-e72a-4d0a-9381-4067ced3c235,2021-05-25,59,134865,804,77,201,390,136,164,316,67,62,4,137,8,26895
34fa2079-d1e2-42e1-8f18-0b96e93c70ef,2021-05-26,61,134926,776,77,213,357,129,156,296,58,64,3,130,10,26905
7aa6ced6-779f-4868-9b1b-3b379c67476e,2021-05-27,38,134964,680,60,181,318,121,147,269,57,60,3,123,14,26919
6cafb865-ec7e-4fc9-94d3-7e39f21bb2eb,2021-05-28,40,135004,626,56,185,285,100,127,243,43,55,3,102,6,26925
9701b760-4019-4784-9cc3-27f474f7c164,2021-05-29,19,135023,523,40,147,238,98,113,204,47,43,4,100,5,26930
6ddcdb13-386d-4633-82c3-3b2e648539c9,2021-05-30,27,135050,521,46,156,227,92,113,198,45,43,4,95,4,26934
0e5788ae-68af-482d-b8dc-33b5a4ff1c72,2021-05-31,41,135091,559,66,179,215,99,118,183,46,46,4,102,7,26941
665129b3-1b3e-4b09-a995-a54356538797,2021-06-01,28,135119,482,51,152,196,83,98,159,33,43,3,85,5,26946
d2d01047-e3b4-4599-99f9-9ff2aee9508a,2021-06-02,38,135157,446,41,152,176,77,91,141,33,40,3,80,4,26950
3bf7398e-1c27-456a-9bde-591fc98a19ce,2021-06-03,20,135177,397,43,129,152,73,86,122,34,36,3,75,2,26952
57d7bb38-fac6-45fd-82ab-53f20212549a,2021-06-04,28,135205,370,41,127,140,62,72,114,27,30,2,64,6,26958
912b29e2-5c3c-481d-b66d-a0a9810bde3e,2021-06-05,15,135220,305,27,100,126,52,60,106,25,22,1,53,2,26960
63cca942-29a4-4b77-9087-75cad2e52ac2,2021-06-06,12,135232,304,26,104,122,52,61,104,24,20,1,53,4,26964
8d23c91c-e378-4777-a68b-2fdfc0cdc1c7,2021-06-07,14,135246,306,32,110,119,45,58,100,22,19,1,46,3,26967
63415212-5461-4794-99d7-c6b5be8c2bee,2021-06-08,23,135269,290,32,88,127,43,59,108,20,19,2,44,5,26972
273a5761-911e-4746-b640-a26f2eac7e57,2021-06-09,15,135284,262,24,82,117,39,56,94,19,17,3,40,2,26974
4c24b90b-8c23-444e-b49b-f846d92f088f,2021-06-10,18,135302,239,27,77,99,36,53,80,17,15,2,37,5,26979
a1f5ead2-b0fa-4ba6-98c2-7a03ce2b8092,2021-06-11,10,135312,190,23,68,77,22,38,61,10,9,0,22,1,26980
66bf4d3b-733d-4f98-a1bb-c80c3ec4638e,2021-06-12,8,135320,163,15,53,70,25,38,53,11,10,0,25,3,26983
9859055b-0a1c-46b3-826c-a822912884c7,2021-06-13,5,135325,155,13,54,65,23,35,52,10,11,0,23,2,26985
5fd403b5-a8c9-4900-a864-04c4a7fd5193,2021-06-14,9,135334,171,19,60,66,26,37,55,11,11,1,26,,26985
c219ffd1-7739-4f93-9c0d-e7643b8096ad,2021-06-15,9,135343,144,21,43,61,19,27,47,8,9,1,19,3,26988
cf3d3262-3328-4d50-86e9-39c5e90dbe87,2021-06-16,6,135349,123,20,35,53,15,25,42,4,9,1,15,1,26989
472610d4-4250-47e8-a677-463d1f480b5a,2021-06-17,24,135373,122,24,27,54,17,24,41,5,9,1,17,4,26993
1c7d727a-30eb-40d8-97d2-59548bc8431e,2021-06-18,8,135381,114,26,28,42,18,22,31,6,11,0,18,3,26996
52489085-5280-4ce1-aab8-b3a94775a183,2021-06-19,10,135391,91,13,26,39,13,18,31,4,9,0,14,,26996
bf589f0b-c63b-4130-a648-91fd95cc3977,2021-06-20,2,135393,89,13,26,38,12,20,32,3,9,0,13,1,26997
f7cabc27-e9d3-4e4c-8aaf-06f023a0d884,2021-06-21,8,135401,94,18,28,35,13,18,32,3,10,0,14,,26997
32a96c8a-c6e4-4b59-bb43-ffb9f2af311a,2021-06-22,7,135408,90,18,26,32,14,17,27,4,9,0,15,2,26999
ac923cbe-297b-4203-82a8-e1fc30596a88,2021-06-23,7,135415,87,19,21,36,11,14,27,4,7,0,12,,26999
57575ae7-6d44-41ca-bfb1-de01d06fb441,2021-06-24,4,135419,84,21,22,28,13,16,22,4,8,1,14,2,27001
b660cf43-6d14-42c8-85d1-8fce4f409faa,2021-06-25,6,135425,70,20,24,16,10,16,9,4,7,0,11,1,27002
3c962abf-52ed-4528-bb71-6cd9ad3750ce,2021-06-26,2,135427,58,17,17,14,10,13,9,4,7,0,11,2,27004
98801c3c-e79f-405c-a698-52efac5e553b,2021-06-27,2,135429,59,17,18,16,8,12,11,2,7,0,9,,27004
f6cf8c7b-a49a-4577-a827-5278d16ed97c,2021-06-28,7,135436,65,18,21,17,9,14,11,2,8,0,10,,27004
c52b5462-78ef-4de4-83e5-ee04ccfd46b3,2021-06-29,2,135438,60,16,19,14,11,15,12,4,6,0,11,,27004
7d81e274-2955-4009-803d-5c64ef1f40c9,2021-06-30,10,135448,60,16,20,14,10,13,9,4,5,0,10,2,27006
089f9534-55f0-43cb-a7bd-4dc0fd049043,2021-07-01,4,135452,50,12,13,17,8,14,11,4,4,0,8,1,27007
405668fd-e721-4836-9578-3c5f7363fa47,2021-07-02,2,135454,41,14,8,13,6,7,10,2,3,0,6,1,27008
831f102e-04af-4cda-abb3-6c085607af4a,2021-07-03,2,135456,30,8,5,12,5,6,9,2,3,0,5,,27008
4599c15d-d524-4518-9d04-42d189261556,2021-07-04,3,135459,33,8,9,12,4,7,9,2,2,0,4,2,27010
1c3ccb8c-bc88-4154-89f7-1217ba2701c1,2021-07-05,2,135461,35,7,10,14,4,11,10,3,1,0,4,,27010
366ba3a3-a7aa-486d-8b09-644da4543409,2021-07-06,,135461,34,8,10,12,4,11,6,3,1,0,4,,27010
8c446a99-1632-4dee-abb5-56c478a75646,2021-07-07,8,135469,44,12,9,20,3,12,12,2,1,0,3,1,27011
a01eac1c-b441-4017-b038-34c2e59daa59,2021-07-08,4,135473,41,9,12,16,4,11,7,2,2,0,4,,27011
25b290f6-ce3d-462e-90d9-67e6da98eed4,2021-07-09,5,135478,37,8,11,14,4,8,10,2,2,0,4,,27011
817902e9-d118-433c-a934-dc8ca478d90c,2021-07-10,3,135481,26,5,6,12,3,7,10,1,2,0,3,,27011
7f77e2c4-1456-4ee3-a605-037e6a61293d,2021-07-11,5,135486,26,3,6,15,2,8,12,0,2,0,2,,27011
a92d1d3d-2f68-4c53-91cc-7d6f3b9aca03,2021-07-12,8,135494,35,3,10,19,3,9,16,1,2,0,3,,27011
a032f629-b184-4e67-97ab-c4b1ffdbaac8,2021-07-13,,135494,33,5,10,15,3,8,14,1,2,0,3,,27011
05866e5f-adef-476b-b7dd-15dcb8a7c6ef,2021-07-14,5,135499,31,6,5,15,5,10,13,2,3,0,5,,27011
06d8b8f0-7817-4269-b003-48d271219131,2021-07-15,6,135505,32,4,3,19,6,10,16,3,3,0,6,,27011
94efe7be-07e8-4226-bb34-fb0c3c63eeb5,2021-07-16,6,135511,35,3,6,19,7,10,13,3,3,0,7,2,27013
52e7a0c3-4031-4411-a967-7fbb7c458733,2021-07-17,4,135515,33,5,6,16,6,9,11,4,2,0,6,,27013
278f6337-dc6f-46e3-a8ed-35fb6895de21,2021-07-18,2,135517,35,5,8,15,7,10,9,4,3,0,7,1,27014
5631accf-d3f5-403b-a800-f6c3a7a53bce,2021-07-19,10,135527,49,10,11,22,6,10,15,3,3,0,6,2,27016
c93511b6-2f8d-4e88-9220-c28059f14457,2021-07-20,5,135532,45,5,14,20,6,6,14,3,2,0,6,,27016
94aa80a8-8c67-459e-bec6-f98f1e3506ff,2021-07-21,6,135538,47,7,13,22,5,9,17,3,1,0,5,1,27017
fee19071-d6f2-4cee-9b95-60da5db961c3,2021-07-22,6,135544,46,4,13,23,6,14,15,2,2,0,6,,27017
f6ae830b-03f2-42be-9369-31cb8cd62f36,2021-07-23,5,135549,46,6,17,18,5,12,15,2,2,0,6,,27017
e876c33f-f704-4b7e-8e18-0a6f08dfe475,2021-07-24,6,135555,43,5,11,23,4,9,19,3,2,0,5,,27017
66fc8c45-5045-4bf9-ad1d-b27f6895c667,2021-07-25,8,135563,50,6,16,24,4,10,21,2,3,0,5,,27017
4574aaae-de84-4625-a346-9e4821437d3d,2021-07-26,14,135577,62,10,20,26,6,9,21,3,3,0,7,,27017
e8b61396-b482-4f44-92d4-45bd8b9c401a,2021-07-27,3,135580,55,8,14,26,7,10,23,3,5,0,8,,27017
50ff25dd-1dc0-4c0d-ae5a-e03cebbd2ef3,2021-07-28,7,135587,55,5,16,27,7,11,24,2,5,0,8,,27017
12bde294-d4af-4f00-a3e9-f9149865c341,2021-07-29,11,135598,62,5,16,32,9,14,29,5,5,0,10,,27017
1421e6c1-1830-4a30-9937-729833645028,2021-07-30,4,135602,62,5,17,29,11,16,27,7,5,1,11,,27017
e4394cf9-22a6-4e99-8966-7f7a7e8c8eae,2021-07-31,5,135607,58,3,17,26,12,17,23,5,7,1,12,2,27019
0be93f2b-d88d-456e-99a9-6a7943a515d8,2021-08-01,4,135611,52,4,11,26,11,16,24,6,5,1,11,1,27020
54ce414a-1e92-4b8b-a0d5-a2ac7dec442e,2021-08-02,9,135620,61,9,12,27,13,15,27,5,6,1,13,1,27021
99d36662-d8e1-4736-8374-b1920651e35f,2021-08-03,3,135623,57,6,12,27,12,17,25,5,7,1,12,,27021
8773ae8e-f405-410d-90e9-c5d30558deef,2021-08-04,12,135635,59,5,12,30,12,18,27,4,8,1,12,,27021
1ae0d2e6-e42f-4c3c-80b3-407432cb1588,2021-08-05,3,135638,60,8,10,30,12,17,24,4,8,1,12,1,27022
13bcb0a1-71a8-44b2-934e-77fae83b2107,2021-08-06,9,135647,60,4,15,29,12,15,23,4,8,1,12,2,27024
04e0ff0b-3990-45cb-bf71-5ad24198c5f6,2021-08-07,6,135653,59,5,15,28,11,13,24,5,6,0,11,,27024
3006feb8-6431-44fc-9554-ebbd6e6000b2,2021-08-08,2,135655,58,6,16,22,14,16,19,7,7,0,14,,27024
ad20dca1-4691-4fde-b907-5b5bf4c7adcf,2021-08-09,7,135662,68,9,15,28,16,18,24,8,7,0,16,1,27025
88bb1c4e-e20b-43f0-bade-fbefd8742afc,2021-08-10,7,135669,63,7,17,22,17,18,20,8,8,0,17,,27025
67d0b959-028d-4ea1-9258-6fee974131bf,2021-08-11,7,135676,65,7,19,19,20,20,17,9,9,0,20,1,27026
e8972f9b-1f76-4a6e-9643-f2a440264d96,2021-08-12,5,135681,65,4,17,26,18,20,22,8,8,1,18,,27026
34d0ad93-22ac-4888-8eff-eecafb6edf70,2021-08-13,6,135687,56,4,12,24,16,18,17,8,8,0,16,,27026
11863124-0bc4-4eaf-a59b-1630a0476d45,2021-08-14,9,135696,59,5,11,26,17,19,20,10,7,0,17,,27026
82ebde25-035d-4420-8473-b6edb276ca2a,2021-08-15,5,135701,61,6,13,25,17,16,19,10,7,0,17,2,27028
9a7edeb5-7452-4647-908c-ace8d358eea0,2021-08-16,10,135711,74,9,14,33,18,18,27,11,7,0,18,2,27030
48984171-cc9e-4ec9-963a-a64eabf6d688,2021-08-17,7,135718,74,4,22,30,18,18,25,10,6,1,18,1,27031
7c1b51a0-f60d-46eb-8919-dca79cdcb651,2021-08-18,9,135727,78,5,22,35,16,19,29,10,6,2,16,3,27034
cce50f1f-ea03-4434-b01d-1a60c5f80df7,2021-08-19,10,135737,73,4,15,36,18,20,31,9,5,3,18,1,27035
32bbec2d-2fa5-4137-aa03-b59e2673311e,2021-08-20,10,135747,72,6,17,35,14,18,26,9,5,2,14,1,27036
80b5fb0c-51cd-4baf-ae09-184ae166540a,2021-08-21,6,135753,61,4,13,32,12,16,25,8,4,0,12,,27036
5c0b6ca0-b91b-485b-a587-44afab47bebc,2021-08-22,6,135759,66,4,17,33,12,17,27,7,5,0,12,,27036
d5a7dda4-df9c-4444-becd-bfdf564806c4,2021-08-23,8,135767,72,8,21,31,12,19,26,8,5,0,13,,27036
eec85503-f115-40e9-a2d2-f12df822471a,2021-08-24,11,135778,69,6,21,31,11,16,22,8,3,0,11,1,27037
3b2d3281-1581-489a-9ed0-11e6c53bb4b0,2021-08-25,10,135788,73,6,22,31,14,18,22,11,3,0,14,2,27039
be6f33b7-8144-48f1-af55-68dadcb0093b,2021-08-26,7,135795,71,6,26,27,12,16,19,10,2,0,12,,27039
249edbaf-ff11-42f8-b500-87e4b1b494f6,2021-08-27,7,135802,62,9,21,22,10,14,17,8,2,0,10,1,27040
8e73b8c6-473c-4f29-a214-fb63b3cf289e,2021-08-28,5,135807,56,6,17,23,10,13,18,7,2,0,10,2,27042
57713c19-04e3-4a18-9194-ad6dbe2a08c7,2021-08-29,3,135810,55,6,18,23,8,9,16,6,2,0,8,1,27043
b19ae86c-17ca-4a6d-87e2-2c60260edea6,2021-08-30,4,135814,61,8,21,23,9,10,19,6,3,0,9,,27043
503431e3-8060-4468-81fc-39838a1018ad,2021-08-31,9,135823,56,3,17,30,6,10,26,2,4,0,6,,27043
06b75782-7a2f-45d4-8f5f-f65696422f55,2021-09-01,15,135838,63,8,17,29,9,12,24,4,4,0,9,,27043
32aac372-7269-432f-ae4e-88c15c0b7cdd,2021-09-02,10,135848,66,5,23,27,11,14,23,7,4,0,11,2,27045
037aea09-ca5b-4318-b873-b7e1f9273980,2021-09-03,14,135862,64,5,26,22,11,14,18,8,3,0,11,,27045
7ad101c4-5de8-425c-83b1-a2ed307c8042,2021-09-04,7,135869,61,6,21,26,8,16,23,6,2,0,8,,27045
c8bf4028-2b15-4f0e-946b-9187a7d74dcf,2021-09-05,10,135879,69,4,24,34,7,16,28,5,2,0,7,,27045
6245f964-1201-47d0-8d0e-4cc5f6b8b598,2021-09-06,17,135896,92,7,28,45,12,23,38,8,3,2,12,1,27046
c7fdcf4f-3f23-4eb3-b5cb-a299a5edf3f1,2021-09-07,13,135909,97,4,28,49,16,26,41,12,3,2,16,2,27048
d936b3c8-dc58-4d97-9ade-83e98923f024,2021-09-08,15,135924,102,4,26,57,15,24,46,10,4,1,15,1,27049
402c71fa-e81a-4a45-acab-2d5b395e2183,2021-09-09,16,135940,113,8,31,59,15,22,47,11,4,1,15,,27049
119d20ca-eb1a-4441-84b2-d23d6715357c,2021-09-10,13,135953,117,6,39,57,15,24,52,11,4,1,15,,27049
e4748010-7fbb-4f83-abe2-76600b2b3cfd,2021-09-11,12,135965,115,5,31,62,17,27,55,11,6,1,17,,27049
6076bc76-81b1-4c4a-9390-18a2638477dd,2021-09-12,17,135982,127,7,28,72,20,31,64,12,8,1,20,2,27051
37e05cf1-2632-42c4-86f3-0801af884790,2021-09-13,29,136011,157,10,51,74,22,35,67,11,10,1,22,,27051
27326877-88fe-4307-b3c3-7f048435d502,2021-09-14,25,136036,164,11,46,81,26,41,73,14,12,1,26,3,27054
e41e6a81-04f4-4edb-bd11-da0854e9e03d,2021-09-15,17,136053,168,8,56,74,30,38,64,16,12,2,30,3,27057
c445e340-0828-4103-8a37-594639849d1b,2021-09-16,19,136072,166,12,50,72,32,43,62,18,14,2,32,,27057
54888bab-904e-41b9-b8d9-419ba3398b73,2021-09-17,31,136103,182,21,59,68,34,46,57,20,14,1,34,2,27059
14b85916-0305-4f22-9858-2d155c175de5,2021-09-18,9,136112,161,17,41,72,31,43,60,16,16,1,32,3,27062
b8454195-3aef-46f4-a5f0-2d250bb37d22,2021-09-19,14,136126,164,18,43,75,28,40,64,13,14,1,28,2,27064
d064a90c-a000-49ab-9e80-baf5c8bfc634,2021-09-20,23,136149,185,19,59,77,30,42,65,11,16,2,30,4,27068
ae5e6f03-a5ee-4552-a517-a5e46ba3856d,2021-09-21,19,136168,180,23,49,80,28,40,66,11,15,2,28,2,27070
0494d993-3d9a-4594-8c79-10becf16d1b9,2021-09-22,17,136185,182,19,52,84,27,38,64,10,15,2,27,2,27072
d6bbf60a-5611-4420-a797-c7d0f68908fe,2021-09-23,21,136206,183,22,54,79,28,38,64,10,17,1,28,3,27075
028fba35-5195-459e-9609-09adc4a46d85,2021-09-24,27,136233,188,24,41,92,31,42,76,13,17,2,31,,27075
29fa39a8-69b8-41b7-8541-6db174ec3a13,2021-09-25,20,136253,188,21,34,98,35,46,79,16,19,2,35,2,27077
aacf932f-4e01-4fcc-891d-a7fc7b83a5f6,2021-09-26,16,136269,197,23,40,102,32,45,81,13,20,1,32,,27077
012b6751-13f5-4598-a93c-39f977e5d2cc,2021-09-27,34,136303,229,27,45,119,38,49,96,14,23,1,38,,27077
2d6841d1-4a54-4c14-811a-2c744290ab13,2021-09-28,16,136319,226,25,50,109,42,53,96,15,27,1,42,3,27080
fd814147-8ee4-4687-8f3d-a3a39b64ccf7,2021-09-29,36,136355,253,30,57,127,39,51,110,12,26,1,39,5,27085
7eb6eab5-b7a7-4ab9-b133-333eb4fed303,2021-09-30,32,136387,251,40,53,121,37,50,104,12,24,1,37,1,27086
a18cb772-3786-4f44-b38e-4995f1ce744e,2021-10-01,31,136418,244,33,63,118,30,45,99,6,24,1,30,1,27087
bf57941b-c167-47e1-b609-39be0e64a3c7,2021-10-02,27,136445,234,14,65,119,36,44,102,10,24,2,36,1,27088
d3c2f521-5dc6-4b79-b118-1af0b2022e9d,2021-10-03,25,136470,247,15,65,130,37,52,107,10,24,3,37,4,27092
4795c170-0eb9-457a-b005-4b4d189f6b7e,2021-10-04,53,136523,302,36,72,152,42,58,122,15,26,2,42,4,27096
78251549-03c6-402a-9d63-0ab6b24ebc29,2021-10-05,40,136563,302,21,66,162,53,72,136,24,27,2,53,2,27098
f388ffef-9366-4d8d-aa99-a5b17fe0d936,2021-10-06,54,136617,327,29,77,152,69,86,125,40,27,2,69,4,27102
689d9c22-abad-4ce1-8f43-1e8301274069,2021-10-07,39,136656,316,24,78,152,62,75,128,31,27,2,62,3,27105
12558bed-33bc-4f5d-8be8-2e6257e4052d,2021-10-08,51,136707,344,28,91,161,64,78,132,32,28,4,64,4,27109
387a3684-e302-43a0-a1fe-cb463ff1d288,2021-10-09,30,136737,333,25,80,170,58,77,145,27,28,3,58,3,27112
e128c0d4-678a-4712-9347-23072e063bfd,2021-10-10,34,136771,350,23,85,181,61,77,155,29,27,3,61,4,27116
5be8f40d-3ce3-4f22-a568-eed2c0755bc9,2021-10-11,80,136851,425,32,113,202,78,99,167,37,36,3,78,5,27121
848d6640-96a8-4215-9a8a-fefab8a2c762,2021-10-12,62,136913,444,35,107,213,89,113,179,42,42,3,89,6,27127
477ef37d-0887-458e-9fc5-6efe13fa46c6,2021-10-13,63,136976,470,30,122,228,90,114,190,44,42,2,90,6,27133
d3727d12-aa58-47f4-839d-f51a08243b82,2021-10-14,57,137033,496,30,138,231,97,116,192,48,43,2,97,6,27139
49a19d6f-5664-4ea0-ba6b-a613a2bf2d1d,2021-10-15,82,137115,527,44,141,248,94,115,212,43,48,2,94,10,27149
181e15bc-fed0-4dcd-9de0-d62daeb77bfc,2021-10-16,70,137185,515,26,151,249,89,112,202,37,48,2,89,8,27157
382aac20-b9a2-4969-aae9-0c79c42f0623,2021-10-17,52,137237,543,32,153,263,95,116,210,40,50,3,95,11,27168
cca4fc45-6a2c-4edf-8684-958b9947d029,2021-10-18,136,137373,665,48,210,299,108,133,248,46,54,3,108,12,27180
ed28a17c-d8b3-4518-817d-2d5f56eb1ecf,2021-10-19,150,137523,733,63,232,325,113,146,274,55,54,4,113,9,27189
c091f41d-9b78-4d07-838b-745161acc5b6,2021-10-20,117,137640,795,64,252,362,117,138,315,53,59,5,117,7,27196
98afe322-3e42-4cfd-ad49-381071c1ff09,2021-10-21,134,137774,851,67,260,399,125,142,350,55,64,4,125,10,27206
c85b6f46-4413-405b-9ca4-2b567b5492f1,2021-10-22,160,137934,922,67,289,437,129,153,388,60,62,4,129,12,27218
46e10d05-434f-4750-abd3-e07f7bca7fd4,2021-10-23,112,138046,929,70,266,461,132,151,407,64,62,4,133,13,27231
aa6efe57-a377-447d-84be-e97d0e836613,2021-10-24,110,138156,993,74,284,485,150,163,425,75,69,4,151,20,27251
7731324d-5ef0-4960-851c-25a26555b5e5,2021-10-25,218,138374,1175,105,401,498,171,171,436,72,80,5,171,20,27271
0937d397-3f9e-4218-97ab-124f318b376e,2021-10-26,262,138636,1296,134,421,559,182,194,488,85,84,3,184,16,27287
e7018f1a-23c3-4b95-a32e-5e68c10b20e9,2021-10-27,240,138876,1400,117,465,631,187,216,546,90,84,4,188,21,27308
428ce4e2-1b59-4b3b-8903-b666396baee9,2021-10-28,170,139046,1395,99,473,631,192,210,559,97,79,4,193,26,27334
14eb90a1-973a-4c23-93d3-f11a89c45942,2021-10-29,270,139316,1581,146,535,700,200,234,616,103,93,4,201,25,27359
bd7867dd-d38c-4879-9a02-7705f8aa459a,2021-10-30,189,139505,1599,122,517,738,222,238,651,113,99,6,223,23,27382
8bf72d6a-b4a7-4129-8feb-625bee98f06b,2021-10-31,203,139708,1731,133,541,800,257,266,715,129,118,5,258,28,27410
74b571a8-14ef-4687-9784-3cda5d7e3886,2021-11-01,413,140121,2107,185,686,946,290,310,822,145,133,8,290,30,27440
61b85767-da74-41d1-9965-d882a62a7b00,2021-11-02,396,140517,2298,206,724,1063,305,317,917,152,136,10,305,33,27473
a3a22932-ea13-4797-9807-3dc2b7233110,2021-11-03,385,140902,2500,215,816,1144,325,344,983,165,145,10,325,40,27513
7c0d8f01-34f6-4d8a-b4cd-b9dc920dddc4,2021-11-04,385,141287,2665,207,902,1216,340,344,1043,163,162,11,340,45,27558
f1aa96c2-3786-4059-9293-6d626b413382,2021-11-05,359,141646,2806,219,933,1273,381,383,1102,181,178,11,381,52,27610
e8302869-86af-4d3b-b300-3d8636f2cb64,2021-11-06,280,141926,2802,193,912,1306,391,388,1136,193,179,10,392,47,27657
50e5aa42-6bc3-4c40-bda6-be075f2341b5,2021-11-07,279,142205,2955,189,966,1383,417,423,1194,200,196,10,419,36,27693
813b3a07-3a5b-4c94-b8fe-a2ce50faa76b,2021-11-08,537,142742,3416,292,1183,1465,476,470,1249,233,213,12,476,46,27739
41b442f3-949f-4536-9fc2-5f707037ac52,2021-11-09,547,143289,3622,328,1189,1594,511,486,1340,246,229,12,513,62,27801
1e1ad890-6d1b-4f1f-894e-64c7cbd9dfbb,2021-11-10,468,143757,3765,380,1211,1623,551,510,1392,277,239,13,553,72,27873
f3efdd4b-2700-4e8a-8e31-bba9324c6e60,2021-11-11,494,144251,3897,397,1248,1692,560,518,1458,282,251,9,564,70,27943
1f74e264-04fa-4d7b-ac76-e2251a4ce6d6,2021-11-12,532,144783,4060,409,1307,1759,585,526,1526,297,249,10,588,66,28009
be0fda0c-686b-44a5-903b-247a0309eebd,2021-11-13,376,145159,3999,386,1181,1838,594,560,1618,285,269,11,596,70,28079
b3d6deb0-45a3-4d7e-bd95-6fe210cbaf7f,2021-11-14,342,145501,4146,358,1255,1911,622,600,1695,294,289,10,624,61,28140
6b4f66e1-c075-421c-8425-f9c748ade526,2021-11-15,739,146240,4805,498,1590,2040,677,642,1802,330,304,11,679,87,28227
2f997244-823e-472e-90bc-a38ef350b600,2021-11-16,664,146904,4889,491,1657,2052,689,652,1793,338,310,14,691,66,28293
d1b27ae0-d687-4c5e-9813-9da53ee63c3d,2021-11-17,473,147377,4826,464,1487,2160,715,692,1913,353,323,13,717,82,28375
e461fcb7-8af1-4b66-9f52-6104753d9f23,2021-11-18,641,148018,5200,496,1704,2254,746,717,1978,351,350,14,748,116,28491
be64af58-35fc-464f-8370-ce428d58831b,2021-11-19,695,148713,5319,506,1761,2283,769,745,2017,363,364,15,770,109,28600
9edbdfde-3e50-4650-820a-440711516298,2021-11-20,492,149205,5208,481,1576,2388,763,753,2114,364,356,14,764,92,28692
0670c884-8b88-414c-8324-c5393ac08298,2021-11-21,494,149699,5421,474,1666,2502,779,782,2231,365,367,16,780,108,28800
0e8c9313-1f62-4b18-904a-76362903fa58,2021-11-22,856,150555,6031,591,1978,2641,821,817,2305,385,377,17,822,106,28906
cc94ac99-b7b8-4b3a-b5a1-6bb613ce7df7,2021-11-23,752,151307,6136,591,2017,2673,855,859,2349,405,402,16,856,107,29013
669a75f9-a948-496f-a5d4-58f6266adb15,2021-11-24,721,152028,6238,593,2025,2732,888,870,2399,439,396,16,889,91,29104
40a03ea2-0da5-4c11-9138-9e74f3723e2e,2021-11-25,716,152744,6343,570,2065,2780,928,895,2448,470,404,17,929,107,29211
79bbe6f4-0bfc-45d4-89ae-9b78359990b8,2021-11-26,765,153509,6437,580,2182,2728,947,912,2375,470,432,16,948,114,29325
e00df3b8-fa8b-4b85-ba8c-0a6895cde513,2021-11-27,529,154038,6217,541,1909,2795,972,928,2487,467,458,17,973,92,29417
c1a05f69-59c8-4d71-a8c5-7db4114e631b,2021-11-28,492,154530,6418,523,1968,2917,1010,940,2616,488,474,17,1010,115,29532
c09d10a3-4700-4026-9bd5-9d9f9168d1ca,2021-11-29,828,155358,7105,696,2338,2970,1101,985,2614,538,498,18,1101,105,29637
1e4dcf09-e1e1-4448-98d2-0f75413a25f6,2021-11-30,739,156097,7028,643,2256,3012,1117,989,2662,524,515,17,1118,118,29755
1872308f-c976-4983-944f-cd0afae98bac,2021-12-01,702,156799,6981,644,2191,3038,1108,982,2693,522,517,16,1109,134,29889
689c6e44-09a3-412c-a344-5c29d90526c1,2021-12-02,730,157529,7073,688,2164,3131,1090,974,2796,508,504,15,1091,122,30011
782b9c81-f48f-40b4-9717-3a42f916b31d,2021-12-03,654,158183,7036,651,2232,3077,1076,968,2722,505,509,21,1077,115,30126
65737a3a-bc7d-4a32-9f3f-7e105f4d620b,2021-12-04,440,158623,6561,604,1900,3020,1037,938,2712,477,505,22,1038,104,30230
2826ed70-e491-497c-8b3e-72fe3fe9ff5d,2021-12-05,462,159085,6668,613,1899,3109,1047,965,2794,486,507,24,1048,101,30331
cdbcdbdf-2a10-4566-a0b0-3f49d8bf0136,2021-12-06,747,159832,7138,734,2256,3084,1064,987,2750,503,500,27,1065,118,30449
599cc922-d55e-4d16-80b4-edc046544bb9,2021-12-07,644,160476,6914,671,2196,2993,1054,994,2661,480,514,24,1055,103,30552
